3e-05 	3e-05 	0.0  	 1.0
3e-05 	5.15311e-05 	0.0  	 1.0
3e-05 	8.85153e-05 	-0.004347826087  	 1.0
3e-05 	0.000152043 	-0.004347826087  	 1.0
3e-05 	0.000261165 	-0.004347826087  	 1.0
3e-05 	0.000448605 	-0.008695652174  	 1.0
3e-05 	0.00077057 	-0.008695652174  	 1.0
3e-05 	0.00132361 	-0.017391304348  	 1.0
3e-05 	0.00227357 	-0.021739130435  	 1.0
3e-05 	0.00390533 	-0.030434782609  	 1.0
3e-05 	0.0067082 	-0.039130434783  	 1.0
3e-05 	0.0115227 	-0.052173913044  	 1.0
3e-05 	0.0197926 	-0.065217391305  	 1.0
3e-05 	0.0339979 	-0.082608695653  	 1.0
3e-05 	0.0583983 	-0.1  	 1.0
3e-05 	0.100311 	-0.113043478261  	 1.0
3e-05 	0.172305 	-0.130434782609  	 1.0
3e-05 	0.295969 	-0.14347826087  	 1.0
3e-05 	0.508387 	-0.160869565218  	 1.0
3e-05 	0.873258 	-0.173913043479  	 1.0
3e-05 	1.5 	-0.18695652174  	 1.0
5.15311e-05 	3e-05 	0.0  	 1.0
5.15311e-05 	5.15311e-05 	-0.004347826087  	 1.0
5.15311e-05 	8.85153e-05 	-0.004347826087  	 1.0
5.15311e-05 	0.000152043 	-0.004347826087  	 1.0
5.15311e-05 	0.000261165 	-0.004347826087  	 1.0
5.15311e-05 	0.000448605 	-0.008695652174  	 1.0
5.15311e-05 	0.00077057 	-0.013043478261  	 1.0
5.15311e-05 	0.00132361 	-0.017391304348  	 1.0
5.15311e-05 	0.00227357 	-0.021739130435  	 1.0
5.15311e-05 	0.00390533 	-0.030434782609  	 1.0
5.15311e-05 	0.0067082 	-0.039130434783  	 1.0
5.15311e-05 	0.0115227 	-0.052173913044  	 1.0
5.15311e-05 	0.0197926 	-0.065217391305  	 1.0
5.15311e-05 	0.0339979 	-0.082608695653  	 1.0
5.15311e-05 	0.0583983 	-0.1  	 1.0
5.15311e-05 	0.100311 	-0.113043478261  	 1.0
5.15311e-05 	0.172305 	-0.130434782609  	 1.0
5.15311e-05 	0.295969 	-0.14347826087  	 1.0
5.15311e-05 	0.508387 	-0.160869565218  	 1.0
5.15311e-05 	0.873258 	-0.173913043479  	 1.0
5.15311e-05 	1.5 	-0.18695652174  	 1.0
8.85153e-05 	3e-05 	-0.004347826087  	 1.0
